DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2020-0438-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Sally',USA,United States of America,Northern America,Americas,"Alabama, Florida",,Flood,No,No,Yes,,165.0,Kph,,,,2020,9,11,2020,9,18,8.0,,,,,,,3500000.0,4120595.0,6300000.0,7417070.0,84.93919812938861,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""}]",2020-10-15,2023-09-25
2020-0474-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Eta',MEX,Mexico,Latin America and the Caribbean,Americas,"Chiapas, San Cristobal de Las Casas, Tabasco",,,No,No,No,,,Kph,,,,2020,11,2,2020,11,4,31.0,,,,,,,,,,,84.93919812938861,"[{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2054,""adm1_name"":""Tabasco""}]",2021-01-13,2023-09-25
2020-0474-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2020-000218,Hurricane 'Eta',USA,United States of America,Northern America,Americas,"Florida, North Carolina, Virginia",,Flood|Surge,No,No,No,,100.0,Kph,,,,2020,11,8,2020,11,12,12.0,,,,,,,,,1500000.0,1765969.0,84.93919812938861,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2020-12-10,2023-09-25
2020-0483-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Zeta',MEX,Mexico,Latin America and the Caribbean,Americas,"Quintana Roo, Yucatán, Chiapas, Campeche,Tabasco",,,No,No,No,,110.0,Kph,,,,2020,10,7,2020,10,11,,,,,,,,,,100000.0,117731.0,84.93919812938861,"[{""adm1_code"":2031,""adm1_name"":""Campeche""},{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2050,""adm1_name"":""Quintana Roo""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2058,""adm1_name"":""Yucatan""}]",2020-11-20,2023-09-25
2020-0483-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Zeta',USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Alabama, northern Georgia, south and North Carolinas",,Surge,No,No,No,,175.0,Kph,,,,2020,10,24,2020,10,30,6.0,,,,,,,,,3500000.0,4120595.0,84.93919812938861,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2020-11-20,2023-09-25
2021-0325-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Dolores',MEX,Mexico,Latin America and the Caribbean,Americas,"Yage municipality (Central Valley Region, Oaxaca State); Guerrero, Michoacán, Colima, and Jalisco states",,"Lightening|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2021,6,18,2021,6,20,3.0,,600.0,,600.0,,,,,50000.0,56224.0,88.92949347720737,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""}]",2021-06-22,2023-09-25
2021-0359-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Enrique',MEX,Mexico,Latin America and the Caribbean,Americas,"Guerrero, Michoacán, Colima, Jalisco, and Nayarit states",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,93.0,Kph,,,,2021,6,25,2021,6,30,2.0,,621.0,,621.0,,,,,50000.0,56224.0,88.92949347720737,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2045,""adm1_name"":""Nayarit""}]",2021-06-29,2023-09-25
2021-0373-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Elsa',USA,United States of America,Northern America,Americas,"California, Georgia, Florida, North Carolina, South Carolina",,Flood,No,No,Yes,,100.0,Kph,,,,2021,7,2,2021,7,9,1.0,9.0,,,9.0,,,,,1200000.0,1349384.0,88.92949347720737,"[{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""}]",2021-07-20,2023-09-25
2021-0528-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Grace',MEX,Mexico,Latin America and the Caribbean,Americas,"Xalapa City (Veracruz State); Tamaulipas state; Huauchinango, Tlaola (Puebla state)",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,205.0,Kph,,,,2021,8,21,2021,8,23,13.0,,,,,,,,,500000.0,562243.0,88.92949347720737,"[{""adm1_code"":2055,""adm1_name"":""Tamaulipas""},{""adm2_code"":20649,""adm2_name"":""Huauchinango""},{""adm2_code"":20757,""adm2_name"":""Tlaola""},{""adm2_code"":21266,""adm2_name"":""Xalapa""}]",2021-08-23,2023-09-25
2021-0531-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Henri',USA,United States of America,Northern America,Americas,"Rhode Isl., Connecticut, Vermont, New York, New Jersey states",,Flood,No,No,Yes,,120.0,Kph,,,,2021,8,20,2021,8,25,,,86.0,,86.0,,,,,550000.0,618467.0,88.92949347720737,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2021-08-23,2023-09-25
2021-0532-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Fred',USA,United States of America,Northern America,Americas,"Transylvania, Haywood, Swain counties (North Carolina); Florida","Heavy rains, remnants of tropical storm Fred",Flood,No,No,Yes,,,Kph,,,Pigeon river,2021,8,17,2021,8,22,7.0,,105.0,,105.0,,,,,1300000.0,1461832.0,88.92949347720737,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm2_code"":30610,""adm2_name"":""Haywood""},{""adm2_code"":30653,""adm2_name"":""Swain""},{""adm2_code"":30654,""adm2_name"":""Transylvania""}]",2021-08-23,2023-09-25
2021-0551-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Ida',USA,United States of America,Northern America,Americas,"Louisiana, New York, New Jersey, Maryland, Connecticut, Virginia, Pennsylvania, Delaware",,Flood,No,No,Yes,,240.0,Kph,,,,2021,8,28,2021,9,2,96.0,,14000.0,,14000.0,,,36000000.0,40481508.0,65000000.0,73091612.0,88.92949347720737,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2021-08-30,2023-09-25
2021-0552-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone 'Nora',MEX,Mexico,Latin America and the Caribbean,Americas,"Michoacan, Colima and Jalisco States",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,110.0,Kph,,,,2021,8,28,2021,8,30,2.0,3.0,1500.0,,1503.0,,,,,100000.0,112449.0,88.92949347720737,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""}]",2021-08-30,2023-09-25
2021-0583-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Nicholas',USA,United States of America,Northern America,Americas,"Texas, Louisiana",,Flood,No,No,No,,,Kph,,,,2021,9,12,2021,9,17,,,,,,,,,,1000000.0,1124486.0,88.92949347720737,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2021-09-15,2023-09-25
2021-0702-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Rick',MEX,Mexico,Latin America and the Caribbean,Americas,"Guerrero, Michoacán States; Jalisco, Colima, Guanajuato, and Nayarit",,Flood,No,No,No,,165.0,Kph,,,,2021,10,25,2021,10,26,,,150.0,,150.0,,,,,10000.0,11245.0,88.92949347720737,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2038,""adm1_name"":""Guanajuato""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""},{""adm1_code"":2045,""adm1_name"":""Nayarit""}]",2021-10-29,2023-09-25
2022-0333-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Agatha',MEX,Mexico,Latin America and the Caribbean,Americas,"Coastal and Santiago Xanica (Sierra Sur Regions of Oaxaca); Chiapas, Guerrero, Tabasco, and Veracruz states",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,16.0,Kph,,,,2022,5,30,2022,5,31,31.0,,,,,,,,,51000.0,53099.0,96.04634212554906,"[{""adm1_code"":2032,""adm1_name"":""Chiapas""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""}]",2022-06-01,2023-09-26
2022-0603-CAN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000314,Hurricane 'Fiona',CAN,Canada,Northern America,Americas,"Nova Scotia, Prince Edward Island, Newfoundland, and Quebec",,,No,No,No,,,Kph,,,,2022,9,24,2022,9,25,1.0,,4000.0,,4000.0,,,,,,,96.04634212554906,"[{""adm1_code"":829,""adm1_name"":""Newfoundland and Labrador / Terre-Neuve-et-Labrador""},{""adm1_code"":831,""adm1_name"":""Nova Scotia / Nouvelle-Écosse""},{""adm1_code"":834,""adm1_name"":""Prince Edward Island / Île-du-Prince-Édouard""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2022-10-06,2023-09-26
2022-0614-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2022-000320,Hurricane 'Ian',USA,United States of America,Northern America,Americas,Charlotte and Lee Counties (Florida Peninsula); North Carolina,,Flood,No,No,Yes,,240.0,Kph,,,,2022,9,28,2022,10,2,152.0,,,,,,,60000000.0,62469844.0,100000000.0,104116407.0,96.04634212554906,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm2_code"":29005,""adm2_name"":""Charlotte""},{""adm2_code"":29032,""adm2_name"":""Lee""}]",2022-09-30,2023-09-26
2022-0675-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Karl',MEX,Mexico,Latin America and the Caribbean,Americas,"Tabasco, Veracruz; Pichucalco, Ostuaca Municipalities (Chiapa); Oaxaca states",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2022,10,15,2022,10,16,3.0,,1000.0,,1000.0,,,,,,,96.04634212554906,"[{""adm1_code"":2047,""adm1_name"":""Oaxaca""},{""adm1_code"":2054,""adm1_name"":""Tabasco""},{""adm1_code"":2057,""adm1_name"":""Veracruz""},{""adm2_code"":19663,""adm2_name"":""Ostuacan""},{""adm2_code"":19669,""adm2_name"":""Pichucalco""}]",2022-10-17,2023-09-26
2022-0698-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Roslyn',MEX,Mexico,Latin America and the Caribbean,Americas,"Santiago Ixcuintla, Rosamorada (Nayarit state); Jalisco, and Sinaloa",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,215.0,Kph,,,,2022,10,23,2022,10,23,4.0,,15000.0,,15000.0,,,,,,,96.04634212554906,"[{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2052,""adm1_name"":""Sinaloa""},{""adm2_code"":20488,""adm2_name"":""Rosamorada""},{""adm2_code"":20493,""adm2_name"":""Santiago Ixcuintla""}]",2022-10-25,2023-09-26
2022-0734-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Nicole',USA,United States of America,Northern America,Americas,"Bahamas, Florida",,,No,No,Yes,,120.0,Kph,,,,2022,11,10,2022,11,11,5.0,,1500.0,,1500.0,,,,,1000000.0,1041164.0,96.04634212554906,,2022-11-14,2023-09-26
2023-0565-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Idalia',USA,United States of America,Northern America,Americas,"Tampa, St. Petersburg, Sarasota, Tarpon Springs, Fort Myers Naples (Florida); Brooks and Lowndes Counties (Georgia); Mt. Pleasant, Edisto Beach, and Folly Beach (South Carolina); Whiteville, Wilmington, Outer Banks (North Carolina)",,Flood,No,No,No,,150.0,Kph,,,,2023,8,28,2023,8,29,5.0,,,,,,,,,3500000.0,3500000.0,100.0,,2023-09-04,2024-01-18
2023-0675-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2023-000209,Tropical storm 'Otis',MEX,Mexico,Latin America and the Caribbean,Americas,Acapulco (central Guerrero State),,"Flood|Slide (land, mud, snow, rock)",No,No,No,,270.0,Kph,,,,2023,10,22,2023,10,25,104.0,,988000.0,,988000.0,,,4000000.0,4000000.0,12000000.0,12000000.0,100.0,,2023-10-30,2024-03-04
2024-0402-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Alberto',MEX,Mexico,Latin America and the Caribbean,Americas,"Nuevo Leon, Veracruz, Tamaulipas, Coahuila, ",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2024,6,20,2024,6,22,4.0,,,,,,,,,,,,,2024-06-21,2024-06-24
2024-0422-CAN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000105,Hurricane 'Beryl',CAN,Canada,Northern America,Americas,Nouvelle Ecosse,,Flood,No,No,No,,,Kph,,,,2024,7,12,2024,7,12,1.0,,,,,,,,,,,,,2024-07-16,2024-08-01
2024-0422-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2024-000105,Hurricane 'Beryl',USA,United States of America,Northern America,Americas,"Texas, Louisiana",,Flood,No,No,Yes,,130.0,Kph,,,,2024,7,8,2024,7,9,8.0,,207.0,,207.0,,,,,4500000.0,,,,2024-07-10,2024-08-01
2024-0471-MEX,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropica storm 'Chris',MEX,Mexico,Latin America and the Caribbean,Americas,"Veracruz, Mexico city",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,65.0,Kph,,,,2024,6,30,2024,6,30,6.0,,20000.0,,20000.0,,,,,,,,,2024-07-12,2024-07-29
